stamp_sec,source,seq_num,waypoint_idx,x,y,theta,image_path,curr_image_path,end_image_path,sys2_inference_ms,goal
1786399360.829876,sys1,88,2,0.229688,-0.006030,-0.002563,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_89.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys1,88,3,0.303125,-0.004248,-0.013549,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_89.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys1,88,4,0.368750,-0.002002,0.015990,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_89.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys1,88,5,0.437500,-0.002441,0.040749,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_89.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys1,88,6,0.503125,-0.004541,0.036361,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_89.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys1,88,7,0.568750,-0.007520,0.026971,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_89.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys2,88,0,0.240625,0.082031,0.075360,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys2,88,1,0.276562,0.014648,-0.075748,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys2,88,2,0.310938,-0.003223,-0.048134,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys2,88,3,0.356250,0.068359,0.024811,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys2,88,4,0.515625,0.009570,-0.608689,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys2,88,5,0.784375,-0.064063,-1.220482,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys2,88,6,0.862500,-0.057422,-0.973620,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399360.829876,sys2,88,7,0.681250,0.001178,-0.243209,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,data/images_20260811_080217/seq_88.jpg,88.271,Move toward the grey cabinet along the chair
1786399361.830000,sys1,93,0,0.075391,-0.004614,-0.024165,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_95.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys1,93,1,0.150000,-0.008691,-0.020627,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_95.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys1,93,2,0.228125,-0.007812,-0.011474,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_95.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys1,93,3,0.301563,-0.006641,-0.017820,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_95.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys1,93,4,0.367188,-0.004932,0.013915,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_95.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys1,93,5,0.434375,-0.005859,0.046597,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_95.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys1,93,6,0.500000,-0.008008,0.036849,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_95.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys1,93,7,0.562500,-0.010449,0.018431,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_95.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys2,93,0,0.248438,0.103906,0.110194,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys2,93,1,0.256250,0.002954,-0.077504,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys2,93,2,0.306250,-0.010596,-0.094741,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys2,93,3,0.351562,0.076563,0.006327,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys2,93,4,0.537500,0.080859,-1.513301,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys2,93,5,0.775000,-0.093359,-1.602454,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys2,93,6,0.856250,-0.077344,-1.306222,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399361.830000,sys2,93,7,0.646875,0.003271,-2.733820,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_93.jpg,data/images_20260811_080217/seq_94.jpg,95.968,Move toward the grey cabinet along the chair
1786399362.829916,sys1,100,0,0.070703,-0.004956,-0.030630,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys1,100,1,0.142187,-0.007324,-0.028069,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys1,100,2,0.215625,-0.004517,-0.033679,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys1,100,3,0.284375,-0.004810,-0.041236,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys1,100,4,0.351562,-0.002637,-0.025751,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys1,100,5,0.418750,-0.007129,0.014037,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys1,100,6,0.481250,-0.011133,0.015624,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys1,100,7,0.550000,-0.016309,0.003540,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys2,100,0,0.271875,0.113281,0.132497,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys2,100,1,0.267188,0.012793,-0.028130,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys2,100,2,0.256250,-0.005054,-0.010858,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys2,100,3,0.296875,0.034375,-0.079692,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys2,100,4,0.412500,-0.038867,-0.538044,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys2,100,5,0.637500,-0.099609,-1.368746,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys2,100,6,0.743750,-0.121094,-0.802680,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399362.829916,sys2,100,7,0.584375,0.009229,-2.824741,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_100.jpg,data/images_20260811_080217/seq_101.jpg,99.732,Move toward the grey cabinet along the chair
1786399363.830002,sys1,108,0,0.072266,-0.007422,-0.052199,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_109.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys1,108,1,0.143750,-0.014063,-0.062419,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_109.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys1,108,2,0.218750,-0.016406,-0.083141,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_109.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys1,108,3,0.287500,-0.020996,-0.109793,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_109.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys1,108,4,0.354688,-0.023730,-0.129198,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_109.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys1,108,5,0.421875,-0.036523,-0.094813,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_109.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys1,108,6,0.487500,-0.047070,-0.097727,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_109.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys1,108,7,0.556250,-0.060156,-0.118051,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_109.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys2,108,0,0.243750,0.095703,0.097591,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys2,108,1,0.237500,0.052734,-0.045968,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys2,108,2,0.220313,0.026172,-0.010881,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys2,108,3,0.235938,0.070703,0.063689,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys2,108,4,0.379688,0.042188,-1.410596,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys2,108,5,0.609375,-0.144531,-1.405214,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys2,108,6,0.746875,-0.144531,-1.233422,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399363.830002,sys2,108,7,0.600000,-0.059375,-0.455485,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,data/images_20260811_080217/seq_108.jpg,88.961,Move toward the grey cabinet along the chair
1786399364.829810,sys1,114,0,0.070703,-0.005444,-0.019773,data/images_20260811_080217/seq_114.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_115.jpg,97.333,Move toward the grey cabinet along the chair
1786399364.829810,sys1,114,1,0.141406,-0.008154,-0.006653,data/images_20260811_080217/seq_114.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_115.jpg,97.333,Move toward the grey cabinet along the chair
1786399364.829810,sys1,114,2,0.214063,-0.004321,-0.022701,data/images_20260811_080217/seq_114.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_115.jpg,97.333,Move toward the grey cabinet along the chair
1786399364.829810,sys1,114,3,0.282813,-0.004199,-0.032703,data/images_20260811_080217/seq_114.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_115.jpg,97.333,Move toward the grey cabinet along the chair
1786399364.829810,sys1,114,4,0.350000,-0.000903,-0.019163,data/images_20260811_080217/seq_114.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_115.jpg,97.333,Move toward the grey cabinet along the chair
1786399364.829810,sys1,114,5,0.415625,-0.005273,0.039043,data/images_20260811_080217/seq_114.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_115.jpg,97.333,Move toward the grey cabinet along the chair
1786399364.829810,sys1,114,6,0.481250,-0.006299,0.048302,data/images_20260811_080217/seq_114.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_115.jpg,97.333,Move toward the grey cabinet along the chair
1786399364.829810,sys1,114,7,0.550000,-0.009277,0.048059,data/images_20260811_080217/seq_114.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_115.jpg,97.333,Move toward the grey cabinet along the chair
1786399364.829810,sys2,116,0,0.320312,0.083203,0.044138,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_117.jpg,84.416,Move toward the grey cabinet along the chair
1786399364.829810,sys2,116,1,0.207813,0.039648,-0.072746,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_117.jpg,84.416,Move toward the grey cabinet along the chair
1786399364.829810,sys2,116,2,0.275000,-0.019824,0.090084,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_117.jpg,84.416,Move toward the grey cabinet along the chair
1786399364.829810,sys2,116,3,0.134375,0.060547,0.003694,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_117.jpg,84.416,Move toward the grey cabinet along the chair
1786399364.829810,sys2,116,4,0.248438,-0.009668,-1.109819,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_117.jpg,84.416,Move toward the grey cabinet along the chair
1786399364.829810,sys2,116,5,0.412500,-0.060156,-1.029732,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_117.jpg,84.416,Move toward the grey cabinet along the chair
1786399364.829810,sys2,116,6,0.568750,-0.112500,-1.563251,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_117.jpg,84.416,Move toward the grey cabinet along the chair
1786399364.829810,sys2,116,7,0.556250,-0.099219,-1.568667,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_116.jpg,data/images_20260811_080217/seq_117.jpg,84.416,Move toward the grey cabinet along the chair
1786399365.829856,sys1,122,0,0.071094,-0.002844,-0.007507,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_123.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys1,122,1,0.142187,-0.001697,0.013854,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_123.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys1,122,2,0.215625,0.006348,0.008423,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_123.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys1,122,3,0.284375,0.009863,0.005127,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_123.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys1,122,4,0.351562,0.016309,0.056093,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_123.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys1,122,5,0.418750,0.017969,0.143280,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_123.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys1,122,6,0.484375,0.024902,0.162584,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_123.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys1,122,7,0.553125,0.029883,0.170935,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_123.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys2,122,0,0.335938,0.065625,0.036677,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys2,122,1,0.218750,0.045703,-0.033841,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys2,122,2,0.218750,0.011963,0.108704,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys2,122,3,0.092578,0.212500,0.270947,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys2,122,4,0.225000,0.071094,-2.042533,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys2,122,5,0.465625,-0.014355,-0.174289,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys2,122,6,0.643750,-0.049414,-0.958927,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399365.829856,sys2,122,7,0.571875,0.020508,-2.196007,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,data/images_20260811_080217/seq_122.jpg,89.702,Move toward the grey cabinet along the chair
1786399366.829799,sys1,128,0,0.071094,-0.004590,-0.016600,data/images_20260811_080217/seq_128.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_129.jpg,88.340,Move toward the grey cabinet along the chair
1786399366.829799,sys1,128,1,0.142187,-0.005176,-0.003967,data/images_20260811_080217/seq_128.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_129.jpg,88.340,Move toward the grey cabinet along the chair
1786399366.829799,sys1,128,2,0.215625,-0.000366,-0.011535,data/images_20260811_080217/seq_128.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_129.jpg,88.340,Move toward the grey cabinet along the chair
1786399366.829799,sys1,128,3,0.284375,0.001257,-0.025141,data/images_20260811_080217/seq_128.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_129.jpg,88.340,Move toward the grey cabinet along the chair
1786399366.829799,sys1,128,4,0.351562,0.005518,-0.006836,data/images_20260811_080217/seq_128.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_129.jpg,88.340,Move toward the grey cabinet along the chair
1786399366.829799,sys1,128,5,0.418750,0.002258,0.060960,data/images_20260811_080217/seq_128.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_129.jpg,88.340,Move toward the grey cabinet along the chair
1786399366.829799,sys1,128,6,0.484375,0.002393,0.070471,data/images_20260811_080217/seq_128.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_129.jpg,88.340,Move toward the grey cabinet along the chair
1786399366.829799,sys1,128,7,0.553125,0.000684,0.072910,data/images_20260811_080217/seq_128.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_129.jpg,88.340,Move toward the grey cabinet along the chair
1786399366.829799,sys2,130,0,0.275000,0.084766,0.065695,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,85.260,Move toward the grey cabinet along the chair
1786399366.829799,sys2,130,1,0.210938,0.027539,-0.020257,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,85.260,Move toward the grey cabinet along the chair
1786399366.829799,sys2,130,2,0.240625,0.040039,0.142179,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,85.260,Move toward the grey cabinet along the chair
1786399366.829799,sys2,130,3,0.085938,0.301563,0.909141,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,85.260,Move toward the grey cabinet along the chair
1786399366.829799,sys2,130,4,0.185156,0.174219,-2.473927,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,85.260,Move toward the grey cabinet along the chair
1786399366.829799,sys2,130,5,0.515625,-0.001208,-0.670696,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,85.260,Move toward the grey cabinet along the chair
1786399366.829799,sys2,130,6,0.653125,-0.014648,-1.297507,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,85.260,Move toward the grey cabinet along the chair
1786399366.829799,sys2,130,7,0.556250,-0.003809,-0.139938,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,data/images_20260811_080217/seq_130.jpg,85.260,Move toward the grey cabinet along the chair
1786399367.829908,sys1,134,0,0.070703,-0.008057,-0.039530,data/images_20260811_080217/seq_134.jpg,data/images_20260811_080217/seq_135.jpg,data/images_20260811_080217/seq_134.jpg,93.260,Move toward the grey cabinet along the chair
1786399367.829908,sys1,134,1,0.141406,-0.013965,-0.044648,data/images_20260811_080217/seq_134.jpg,data/images_20260811_080217/seq_135.jpg,data/images_20260811_080217/seq_134.jpg,93.260,Move toward the grey cabinet along the chair
1786399367.829908,sys1,134,2,0.214063,-0.014844,-0.072910,data/images_20260811_080217/seq_134.jpg,data/images_20260811_080217/seq_135.jpg,data/images_20260811_080217/seq_134.jpg,93.260,Move toward the grey cabinet along the chair
