stamp_sec,source,seq_num,waypoint_idx,x,y,theta,image_path,curr_image_path,end_image_path,sys2_inference_ms,goal
1786399408.513808,sys2,87,2,0.325000,0.030664,-0.037580,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_88.jpg,88.440,Move toward the grey cabinet
1786399408.513808,sys2,87,3,0.295313,0.149219,0.236685,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_88.jpg,88.440,Move toward the grey cabinet
1786399408.513808,sys2,87,4,0.556250,-0.010889,-0.471460,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_88.jpg,88.440,Move toward the grey cabinet
1786399408.513808,sys2,87,5,0.681250,-0.201563,-1.263882,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_88.jpg,88.440,Move toward the grey cabinet
1786399408.513808,sys2,87,6,0.831250,-0.178125,-1.452644,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_88.jpg,88.440,Move toward the grey cabinet
1786399408.513808,sys2,87,7,0.643750,-0.271875,-0.520388,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_87.jpg,data/images_20260811_080306/seq_88.jpg,88.440,Move toward the grey cabinet
1786399409.512768,sys1,92,0,0.073828,-0.012061,-0.114652,data/images_20260811_080306/seq_92.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.277,Move toward the grey cabinet
1786399409.512768,sys1,92,1,0.146094,-0.028320,-0.168043,data/images_20260811_080306/seq_92.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.277,Move toward the grey cabinet
1786399409.512768,sys1,92,2,0.225000,-0.044336,-0.210820,data/images_20260811_080306/seq_92.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.277,Move toward the grey cabinet
1786399409.512768,sys1,92,3,0.293750,-0.062500,-0.261106,data/images_20260811_080306/seq_92.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.277,Move toward the grey cabinet
1786399409.512768,sys1,92,4,0.356250,-0.076563,-0.289583,data/images_20260811_080306/seq_92.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.277,Move toward the grey cabinet
1786399409.512768,sys1,92,5,0.425000,-0.100781,-0.286602,data/images_20260811_080306/seq_92.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.277,Move toward the grey cabinet
1786399409.512768,sys1,92,6,0.490625,-0.123438,-0.282857,data/images_20260811_080306/seq_92.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.277,Move toward the grey cabinet
1786399409.512768,sys1,92,7,0.556250,-0.147656,-0.321751,data/images_20260811_080306/seq_92.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.277,Move toward the grey cabinet
1786399409.512768,sys2,93,0,0.359375,0.135938,0.096187,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.855,Move toward the grey cabinet
1786399409.512768,sys2,93,1,0.257812,-0.058203,-0.053381,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.855,Move toward the grey cabinet
1786399409.512768,sys2,93,2,0.296875,-0.029297,-0.114657,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.855,Move toward the grey cabinet
1786399409.512768,sys2,93,3,0.359375,0.015527,-0.132137,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.855,Move toward the grey cabinet
1786399409.512768,sys2,93,4,0.603125,-0.132812,-0.529807,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.855,Move toward the grey cabinet
1786399409.512768,sys2,93,5,0.831250,-0.185938,-0.768084,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.855,Move toward the grey cabinet
1786399409.512768,sys2,93,6,1.012500,-0.126562,-0.660009,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.855,Move toward the grey cabinet
1786399409.512768,sys2,93,7,0.762500,-0.210938,-0.344807,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,data/images_20260811_080306/seq_93.jpg,83.855,Move toward the grey cabinet
1786399410.513657,sys1,98,0,0.074609,-0.007715,-0.055850,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys1,98,1,0.148438,-0.014453,-0.053659,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys1,98,2,0.225000,-0.016504,-0.082654,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys1,98,3,0.295313,-0.021582,-0.091411,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys1,98,4,0.364063,-0.022559,-0.093355,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys1,98,5,0.434375,-0.035547,-0.032459,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys1,98,6,0.500000,-0.042773,-0.032703,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys1,98,7,0.571875,-0.050781,-0.031972,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys2,98,0,0.459375,0.125781,0.015825,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys2,98,1,0.217188,-0.016699,0.020656,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys2,98,2,0.403125,0.075391,0.131241,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys2,98,3,0.412500,0.117188,0.061101,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys2,98,4,0.643750,0.118750,-0.090878,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys2,98,5,0.756250,0.061328,0.203765,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys2,98,6,0.868750,0.015820,-0.064551,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399410.513657,sys2,98,7,0.721875,-0.075391,0.183285,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_98.jpg,data/images_20260811_080306/seq_99.jpg,99.396,Move toward the grey cabinet
1786399411.512876,sys1,105,0,0.073828,-0.003760,-0.027215,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys1,105,1,0.146875,-0.005396,-0.025507,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys1,105,2,0.223438,-0.001709,-0.050251,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys1,105,3,0.293750,-0.002966,-0.054146,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys1,105,4,0.362500,-0.000562,-0.014403,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys1,105,5,0.431250,-0.005835,0.066568,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys1,105,6,0.496875,-0.005347,0.073885,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys1,105,7,0.568750,-0.005444,0.079245,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys2,105,0,0.409375,0.093359,0.011518,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys2,105,1,0.240625,-0.014746,-0.018123,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys2,105,2,0.373438,0.012354,0.144812,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys2,105,3,0.384375,0.051563,0.199417,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys2,105,4,0.521875,0.096484,0.139903,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys2,105,5,0.656250,0.079297,0.433071,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys2,105,6,0.737500,0.061328,0.161536,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399411.512876,sys2,105,7,0.684375,-0.006348,0.385720,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_105.jpg,data/images_20260811_080306/seq_106.jpg,99.250,Move toward the grey cabinet
1786399412.512879,sys1,112,0,0.074219,-0.008301,-0.051955,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_114.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys1,112,1,0.148438,-0.014160,-0.052442,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_114.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys1,112,2,0.225000,-0.015918,-0.085088,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_114.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys1,112,3,0.295313,-0.021582,-0.095784,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_114.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys1,112,4,0.365625,-0.022656,-0.094327,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_114.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys1,112,5,0.434375,-0.034961,-0.040993,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_114.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys1,112,6,0.500000,-0.042969,-0.045623,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_114.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys1,112,7,0.571875,-0.051953,-0.047572,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_114.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys2,112,0,0.484375,0.058594,0.021114,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys2,112,1,0.256250,-0.034180,-0.135699,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys2,112,2,0.229688,0.043750,0.112117,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys2,112,3,0.248438,0.034180,0.126010,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys2,112,4,0.373438,-0.027344,-0.120793,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys2,112,5,0.456250,-0.066016,0.162286,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys2,112,6,0.559375,-0.067969,-0.198171,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399412.512879,sys2,112,7,0.671875,-0.100000,-1.134633,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_112.jpg,data/images_20260811_080306/seq_113.jpg,93.157,Move toward the grey cabinet
1786399413.512848,sys1,118,0,0.073438,-0.003955,-0.029410,data/images_20260811_080306/seq_118.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_119.jpg,82.936,Move toward the grey cabinet
1786399413.512848,sys1,118,1,0.143750,-0.007666,-0.021969,data/images_20260811_080306/seq_118.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_119.jpg,82.936,Move toward the grey cabinet
1786399413.512848,sys1,118,2,0.220313,-0.004883,-0.059013,data/images_20260811_080306/seq_118.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_119.jpg,82.936,Move toward the grey cabinet
1786399413.512848,sys1,118,3,0.285938,-0.005811,-0.070471,data/images_20260811_080306/seq_118.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_119.jpg,82.936,Move toward the grey cabinet
1786399413.512848,sys1,118,4,0.354688,-0.002002,-0.024897,data/images_20260811_080306/seq_118.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_119.jpg,82.936,Move toward the grey cabinet
1786399413.512848,sys1,118,5,0.421875,-0.011377,0.088007,data/images_20260811_080306/seq_118.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_119.jpg,82.936,Move toward the grey cabinet
1786399413.512848,sys1,118,6,0.484375,-0.010352,0.112709,data/images_20260811_080306/seq_118.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_119.jpg,82.936,Move toward the grey cabinet
1786399413.512848,sys1,118,7,0.553125,-0.009131,0.152946,data/images_20260811_080306/seq_118.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_119.jpg,82.936,Move toward the grey cabinet
1786399413.512848,sys2,120,0,0.148438,0.056641,-0.049384,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,86.030,Move toward the grey cabinet
1786399413.512848,sys2,120,1,0.105469,0.019434,-0.045786,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,86.030,Move toward the grey cabinet
1786399413.512848,sys2,120,2,0.150000,-0.000291,0.007267,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,86.030,Move toward the grey cabinet
1786399413.512848,sys2,120,3,0.185938,-0.008789,0.032815,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,86.030,Move toward the grey cabinet
1786399413.512848,sys2,120,4,0.282813,0.004248,0.048113,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,86.030,Move toward the grey cabinet
1786399413.512848,sys2,120,5,0.359375,0.034766,0.096193,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,86.030,Move toward the grey cabinet
1786399413.512848,sys2,120,6,0.415625,0.027148,0.023433,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,86.030,Move toward the grey cabinet
1786399413.512848,sys2,120,7,0.496875,-0.007422,0.059157,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,data/images_20260811_080306/seq_120.jpg,86.030,Move toward the grey cabinet
1786399414.512873,sys1,126,0,0.073438,-0.006250,-0.029898,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys1,126,1,0.146875,-0.009326,-0.029410,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys1,126,2,0.221875,-0.008203,-0.066568,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys1,126,3,0.292187,-0.011133,-0.071447,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys1,126,4,0.362500,-0.010059,-0.055607,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys1,126,5,0.431250,-0.019141,0.008789,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys1,126,6,0.496875,-0.022852,0.010864,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys1,126,7,0.568750,-0.026953,0.016600,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys2,126,0,0.531250,0.153125,0.001332,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys2,126,1,0.251563,-0.039062,-0.102834,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys2,126,2,0.298438,-0.019043,0.154767,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys2,126,3,0.340625,-0.027930,0.157826,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys2,126,4,0.412500,0.037695,-0.541812,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys2,126,5,0.565625,0.043164,-0.036688,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys2,126,6,0.640625,0.037695,-0.030570,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399414.512873,sys2,126,7,0.637500,-0.052734,0.426398,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_126.jpg,data/images_20260811_080306/seq_127.jpg,92.614,Move toward the grey cabinet
1786399415.512878,sys1,134,0,0.070703,-0.006592,0.000725,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_136.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys1,134,1,0.139063,-0.007666,0.018431,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_136.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys1,134,2,0.206250,-0.003394,-0.004028,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_136.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys1,134,3,0.270313,-0.001379,-0.006134,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_136.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys1,134,4,0.334375,0.002991,-0.017088,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_136.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys1,134,5,0.400000,-0.002832,0.062419,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_136.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys1,134,6,0.462500,-0.000085,0.096756,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_136.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys1,134,7,0.528125,0.000049,0.116109,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_136.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys2,134,0,0.148438,0.056641,-0.049384,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys2,134,1,0.105469,0.019434,-0.045786,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys2,134,2,0.150000,-0.000291,0.007267,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys2,134,3,0.185938,-0.008789,0.032815,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys2,134,4,0.282813,0.004248,0.048113,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys2,134,5,0.359375,0.034766,0.096193,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys2,134,6,0.415625,0.027148,0.023433,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
1786399415.512878,sys2,134,7,0.496875,-0.007422,0.059157,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_134.jpg,data/images_20260811_080306/seq_135.jpg,94.690,Move toward the grey cabinet
